Campaign_Name,Channel,Spend,Impressions,Clicks,Conversions,Revenue,Start_Date,End_Date,Campaign_Type,Region
"Flynn, Smith and Hernandez",Email,883.31,30635,4380,827,69929.95,2022-07-29,2023-12-31,Awareness,South America
"Rich, Thompson and Murphy",Radio,2620.53,175716,6523,404,34366.24,2022-12-12,2023-12-10,Conversion,North America
Williams-Rogers,TV,2080.22,237835,3368,82,1174.24,2023-11-12,2024-09-13,Conversion,Europe
"Cohen, Martinez and Williams",Search Engine,1285.01,67546,3550,830,14116.22,2022-06-05,2022-06-15,Conversion,Europe
Mann Ltd,Search Engine,2630.38,160073,13087,2022,22592.29,2022-05-23,2022-09-24,Retargeting,North America
Reed-Morales,Social Media,1691.75,73521,4313,333,5753.34,2023-03-06,2023-12-19,Conversion,Europe
"Price, Martinez and Wright",Email,520.43,32331,2569,278,12974.45,2023-04-02,2023-06-25,Retargeting,North America
Hess-Garcia,TV,3882.02,186531,3111,172,5151.26,2023-05-18,2024-04-20,Awareness,India
May LLC,Search Engine,2589.7,99080,12723,2479,64167.71,2024-10-11,2024-12-09,Conversion,South America
James-Cunningham,Email,534.37,26026,2104,521,16887.53,2023-05-21,2023-09-23,Retargeting,Asia
"Farrell, Blair and Mann",Radio,2909.46,186102,2422,206,6131.85,2022-11-23,2023-02-03,Awareness,South America
"Martinez, Jackson and Smith",TV,4749.95,274506,8333,548,40959.27,2024-05-18,2024-11-01,Retargeting,Asia
Mosley-Walker,Search Engine,7874.01,189325,19585,1665,14069.52,2023-06-09,2023-08-24,Conversion,South America
Carroll and Sons,Radio,2212.89,209060,6403,585,17634.48,2024-10-24,2024-10-31,Retargeting,South America
Rivera-Stephens,Search Engine,1224.78,84370,4187,433,7572.38,2022-11-10,2023-12-14,Awareness,Europe
Bailey-Acosta,Radio,1068.22,74384,4028,178,10184.97,2022-03-03,2024-01-01,Conversion,North America
"Deleon, Allison and Ruiz",Radio,2488.31,169284,5959,184,13580.86,2023-02-01,2023-08-09,Conversion,North America
Guerra-Ortiz,Search Engine,3780.61,218210,16250,1565,178112.3,2023-07-02,2023-09-28,Awareness,India
Brown and Sons,Search Engine,2209.44,95180,10456,2441,127518.13,2023-05-04,2024-05-24,Awareness,Asia
"Ballard, Brown and Holland",Search Engine,1864.75,121814,7843,1088,15175.6,2022-09-01,2023-02-10,Conversion,Asia
"Bennett, Smith and Rodgers",TV,3892.2,281963,7209,314,26841.65,2022-06-20,2023-06-18,Awareness,India
Mills-Greene,Radio,4613.07,285047,10420,392,29021.9,2022-07-21,2023-02-19,Retargeting,North America
"Woods, Gordon and Carrillo",Social Media,2645.6,204046,15000,1479,49618.49,2022-10-25,2023-08-10,Conversion,Europe
Phillips Inc,Search Engine,1114.8,60418,2709,506,13702.71,2024-05-23,2024-12-19,Awareness,Asia
"Parks, Hernandez and Thomas",TV,4566.92,185417,9706,918,74198.7,2023-02-09,2024-07-09,Retargeting,Asia
"Kelly, Perez and Lewis",Social Media,2173.4,125564,8999,1090,51202.02,2024-10-30,2024-11-08,Conversion,South America
"Campbell, Perkins and Stephens",Search Engine,1696.13,106612,9447,900,57145.88,2023-06-23,2024-10-23,Retargeting,Europe
Gonzalez LLC,Radio,1345.65,98200,2612,178,10208.52,2022-01-07,2024-04-16,Conversion,North America
"Young, Gomez and Hays",Radio,1328.86,112980,6864,165,2943.75,2022-01-27,2022-06-14,Awareness,Europe
Wilkerson and Sons,Social Media,1522.75,85163,5423,767,72011.05,2022-05-15,2024-08-06,Conversion,Asia
"Wheeler, Banks and Smith",Email,538.34,18761,1887,324,26318.03,2022-03-11,2024-04-14,Retargeting,India
"Harmon, Miller and Beard",Social Media,1770.56,90411,8287,1272,85219.95,2022-01-04,2023-08-26,Conversion,Europe
"Kim, Hayes and Hendrix",Radio,2559.32,209198,2653,188,15862.64,2023-02-13,2023-03-02,Conversion,South America
Carter-Gonzalez,Radio,1352.49,133185,3633,161,13329.16,2022-08-06,2022-10-16,Awareness,North America
James Ltd,Social Media,3030.87,207433,15808,2138,152358.1,2022-01-18,2023-07-17,Retargeting,South America
"Compton, Kim and Hensley",Radio,4075.75,277863,12064,827,78893.1,2024-09-13,2024-09-28,Awareness,South America
"Kaiser, Charles and Hernandez",TV,2608.65,212417,9032,626,59824.71,2023-04-12,2024-12-12,Retargeting,Europe
Hawkins-Berger,Radio,1044.02,55223,2588,69,4926.55,2023-01-27,2023-04-18,Retargeting,North America
"Adams, Thornton and Jones",Radio,1725.43,166676,2242,58,3919.75,2023-10-10,2024-11-25,Conversion,South America
"Ross, Simmons and Booth",Radio,4119.83,363704,14340,543,19052.63,2022-10-24,2024-09-01,Awareness,South America
"Berg, Turner and Molina",Social Media,1317.88,132352,7478,731,72018.08,2024-06-14,2024-07-15,Awareness,Europe
Grant-Brooks,TV,1801.0,150229,3607,178,9484.86,2023-12-27,2024-08-05,Retargeting,Asia
Rodriguez PLC,Search Engine,1740.63,71536,7159,934,78439.78,2022-10-28,2023-08-21,Awareness,Europe
Vargas-Bailey,TV,2565.38,249693,5250,498,22929.84,2023-08-04,2024-04-13,Conversion,South America
"Burgess, Valdez and Smith",TV,15824.48,359477,3269,324,8680.12,2024-05-20,2024-09-03,Conversion,South America
Medina-Mcfarland,Radio,2544.98,184531,5208,402,37258.39,2023-08-07,2024-11-11,Awareness,Asia
Ali PLC,Radio,959.02,94815,1524,122,9076.8,2023-01-14,2024-07-30,Retargeting,North America
Wood-Woodard,Radio,4785.57,222015,9014,701,36295.9,2023-12-26,2024-09-22,Conversion,Europe
Foster and Sons,Radio,2856.99,150818,2582,75,5541.79,2022-01-05,2023-03-20,Retargeting,North America
"Li, Todd and Bennett",Social Media,2441.72,168159,5911,681,24405.67,2022-03-12,2022-10-05,Retargeting,North America
"Kelley, Reid and Galvan",Email,794.08,28823,1570,368,21616.72,2022-07-31,2023-04-10,Awareness,South America
Robinson Ltd,Radio,2896.42,238553,4452,305,30501.15,2024-01-18,2024-08-27,Conversion,Europe
Cervantes-Rivers,Search Engine,2975.41,146893,8870,1568,65413.2,2023-08-16,2024-05-08,Retargeting,Europe
Hendricks-Harrison,Search Engine,2253.95,118321,14724,1829,59376.83,2024-07-06,2024-11-29,Retargeting,South America
"Perez, Richards and Sanders",Radio,4159.72,239632,14064,735,13843.28,2024-07-07,2024-11-01,Awareness,South America
"Brown, Simon and Payne",Radio,3892.3,411347,9206,626,43448.59,2023-03-12,2024-09-08,Conversion,North America
"Cole, Mcconnell and Cantu",TV,2152.17,183940,8416,311,20570.24,2024-10-15,2024-12-11,Retargeting,North America
Brooks Inc,Search Engine,2583.0,113546,8115,1557,153224.35,2022-02-09,2024-04-03,Awareness,India
"Jensen, Jones and Brewer",Social Media,2115.11,113150,8996,604,17080.78,2024-05-28,2024-12-01,Awareness,South America
Lucas Group,Social Media,1846.15,89632,4458,767,27198.85,2024-08-03,2024-10-09,Conversion,South America
"Wilson, Cohen and Browning",Email,557.97,27540,2792,429,43633.24,2023-07-24,2023-09-01,Retargeting,Asia
Thomas-Brown,TV,4408.5,465495,16263,694,39889.39,2022-04-26,2024-01-17,Awareness,Asia
Rubio-Ross,TV,5995.26,188418,2421,173,2786.33,2023-10-14,2024-05-12,Awareness,North America
"Martinez, Jordan and Shelton",Social Media,1404.74,73567,3687,553,11068.45,2023-01-24,2024-07-21,Conversion,North America
"Clark, Williams and Hess",Radio,3377.61,385066,5976,310,23164.37,2023-11-24,2024-08-13,Awareness,Asia
Yang-Mendez,TV,2112.86,198707,6708,751,44862.9,2024-09-20,2024-10-01,Retargeting,Europe
Smith Inc,Social Media,1015.06,83948,2450,217,19220.29,2024-07-29,2024-09-14,Conversion,Asia
Bennett PLC,Search Engine,1225.64,54735,3196,670,31328.26,2022-02-09,2022-09-16,Retargeting,India
Duffy-Robbins,Search Engine,2529.75,117126,4900,1259,108510.78,2023-11-15,2024-07-16,Awareness,North America
Frank LLC,Email,1042.04,61690,3964,1005,98235.1,2022-11-06,2024-01-26,Awareness,Europe
Davis-Gardner,Radio,4550.49,541203,4755,126,6265.54,2024-06-27,2024-11-22,Awareness,India
Bautista-Hill,Email,834.81,31701,4395,815,57394.95,2024-11-16,2024-11-27,Retargeting,Asia
Velez-Armstrong,TV,3332.64,226323,10090,1197,32476.06,2022-05-27,2023-08-07,Conversion,Europe
Edwards Group,Radio,3068.72,270339,6871,578,16003.54,2023-12-21,2024-04-16,Awareness,North America
Galvan-Armstrong,Radio,1633.03,160949,3398,181,1704.15,2022-12-20,2024-05-29,Retargeting,South America
Young-Garcia,Search Engine,1555.82,67436,4232,854,46692.29,2022-03-25,2022-04-01,Retargeting,North America
Aguirre PLC,Search Engine,1546.75,78383,5635,639,28367.04,2021-12-12,2022-06-23,Awareness,South America
Chapman Group,Social Media,1945.51,125526,5143,1115,56344.73,2022-06-30,2023-01-09,Awareness,Europe
"Wilkinson, Frank and Murray",Radio,3595.42,203916,5443,168,4300.62,2022-08-22,2024-11-19,Conversion,Asia
Reese Ltd,Email,898.93,35599,3548,414,23444.58,2022-07-10,2023-02-11,Conversion,India
Martin-Hendrix,Social Media,1865.65,75284,8886,1038,65350.73,2023-06-18,2024-08-19,Conversion,Europe
Dunlap-Mason,Email,1005.82,35413,2750,646,15813.71,2022-10-27,2022-10-27,Retargeting,Europe
Riley-Morales,TV,1280.44,136969,4484,146,6451.83,2023-06-27,2024-08-21,Retargeting,South America
Henderson-Adams,Radio,4921.79,503400,9785,722,41435.48,2023-08-11,2024-11-15,Retargeting,India
Huang-Schwartz,Email,593.78,40201,2457,508,31032.73,2023-11-05,2024-01-12,Retargeting,North America
Hoffman-Padilla,TV,3724.91,306131,6541,151,8487.97,2022-07-21,2024-05-14,Awareness,Asia
Hansen-James,Search Engine,2268.13,82867,8951,1834,62069.97,2022-12-30,2024-01-21,Retargeting,India
Jones LLC,Radio,4521.11,323615,3277,292,25193.25,2022-05-13,2023-08-31,Awareness,North America
"Barrett, Wilson and Garrison",Radio,1867.34,171628,3574,256,11188.49,2022-02-22,2023-10-06,Retargeting,North America
"Mcdonald, Fernandez and Valdez",Radio,4234.45,364640,8007,547,47614.62,2022-02-08,2022-10-18,Awareness,North America
"Anderson, Bonilla and Thompson",Social Media,1574.05,93468,2781,205,10620.09,2022-11-14,2023-03-05,Awareness,North America
Alvarez LLC,Radio,2274.6,113335,3208,191,9700.3,2024-07-15,2024-08-25,Retargeting,North America
King-Morgan,Social Media,1516.23,69502,6347,451,38828.42,2023-12-08,2024-11-12,Retargeting,India
Bradley and Sons,Email,243.57,11828,708,203,19430.41,2023-07-27,2023-10-10,Retargeting,South America
Weaver-Thomas,Email,608.81,27255,1796,538,31015.65,2023-01-28,2024-09-01,Retargeting,North America
Cruz Group,Radio,3409.82,422614,8847,718,54868.24,2023-06-30,2024-12-18,Awareness,Europe
"Schneider, Mitchell and Peck",Social Media,1006.05,55903,2543,343,7114.97,2022-11-25,2024-09-29,Conversion,South America
Petty Group,Email,588.25,24304,3296,765,71678.78,2023-10-01,2024-09-04,Retargeting,Europe
"Brown, Chase and Smith",TV,4305.03,264668,5695,574,7003.71,2024-11-02,2024-11-17,Awareness,Asia
Howell-Mann,Search Engine,2885.98,164191,5009,1100,104502.71,2024-10-11,2024-11-28,Conversion,South America
"Leon, Ferrell and Richardson",Email,943.74,44221,4681,1081,68393.2,2023-05-28,2024-11-01,Retargeting,North America
Meza-Baker,Social Media,10002.24,158540,5401,545,4341.32,2023-08-05,2023-11-10,Conversion,India
Woods-Summers,Search Engine,1141.88,52480,5218,662,64167.38,2022-06-15,2024-06-30,Conversion,Europe
Jackson and Sons,Email,346.66,24738,2896,743,12927.97,2023-04-01,2024-08-03,Awareness,Europe
Whitehead and Sons,Search Engine,1907.11,146644,12758,1804,23224.37,2024-02-20,2024-07-28,Awareness,South America
"Meyer, Bennett and Fernandez",TV,3837.35,427896,12351,560,14213.58,2024-02-25,2024-12-09,Retargeting,Asia
Haley-Campbell,Email,503.93,16728,1857,367,15221.61,2022-12-18,2023-03-28,Awareness,Asia
Thompson PLC,Social Media,1598.5,119238,8698,1049,59208.1,2022-02-03,2023-05-06,Awareness,Europe
Chavez-Snyder,TV,1561.49,109948,1404,110,10494.78,2022-09-18,2024-02-24,Retargeting,South America
Lee Group,Social Media,1770.21,110777,7435,664,50834.26,2022-09-04,2022-11-23,Retargeting,India
Burnett LLC,Social Media,2103.51,125446,5691,596,23815.85,2024-08-28,2024-12-01,Conversion,India
Pittman-Haas,Email,892.1,39897,5142,1099,81463.28,2024-09-19,2024-11-28,Retargeting,South America
Rice-Reeves,Social Media,1400.34,117419,6148,921,54098.93,2021-12-06,2023-02-05,Conversion,India
Sparks-Jones,Email,824.18,31553,2162,476,44273.39,2024-08-12,2024-09-16,Conversion,Asia
Burnett-Green,Search Engine,3906.6,232481,31744,4113,98689.63,2024-06-10,2024-07-31,Awareness,Asia
Simmons-Orozco,Social Media,693.54,32234,1442,285,4396.8,2023-05-13,2024-07-08,Awareness,India
Henderson LLC,Social Media,2207.94,107438,9929,1186,13642.25,2022-03-31,2023-06-01,Awareness,Asia
"Johnston, Harris and Gallagher",TV,3089.0,172331,6288,414,20399.41,2022-02-22,2023-03-24,Conversion,India
Ramos Ltd,TV,2760.94,128577,6065,155,4475.76,2024-05-20,2024-12-20,Retargeting,North America
Rose-Mcmahon,TV,11547.91,391702,16110,1373,18987.87,2023-02-01,2024-07-21,Retargeting,North America
Fuentes-Raymond,Email,656.92,24123,1408,220,12440.96,2024-09-19,2024-10-02,Retargeting,South America
Green-Roman,TV,2901.04,268106,12108,503,8731.71,2022-05-17,2024-04-07,Retargeting,Asia
"Roberts, Mccann and Ellis",TV,3533.98,324905,8142,233,4082.0,2024-03-01,2024-11-17,Conversion,North America
Sosa PLC,Email,560.56,28530,2231,920,30154.35,2024-02-04,2024-03-06,Conversion,North America
Morgan Group,Radio,4844.08,299491,16379,432,9223.74,2022-04-19,2022-09-26,Retargeting,India
Tapia-Parker,TV,4067.77,329969,7808,289,9133.97,2023-05-05,2024-05-17,Awareness,North America
"Robertson, Lopez and Johnson",Search Engine,2997.53,133370,19368,2501,33870.59,2022-04-03,2023-05-06,Conversion,Europe
"Morrow, Woodward and Grimes",Radio,4915.82,133620,3733,304,1920.6,2022-01-31,2023-10-04,Conversion,India
Cooper Ltd,Email,249.35,12584,934,141,13212.2,2023-03-27,2023-07-09,Retargeting,India
"Coleman, Johnson and Weber",Radio,15695.59,287489,9635,740,14184.54,2022-11-29,2022-12-09,Awareness,South America
Welch-Foley,Search Engine,2327.88,160961,19078,2463,197565.3,2022-03-31,2022-08-24,Retargeting,North America
Mitchell-Curtis,Email,331.58,12114,1325,177,4457.28,2024-04-02,2024-06-21,Awareness,India
Liu-Alvarado,Social Media,1058.76,45526,4720,216,3733.25,2023-08-09,2024-08-20,Conversion,Asia
Gonzales-Parker,Email,565.12,23124,2724,425,10728.84,2024-06-06,2024-07-15,Awareness,Europe
Edwards-Meyers,Social Media,1082.87,76362,5084,461,33537.91,2024-05-07,2024-09-15,Retargeting,South America
"Berry, Lewis and Jones",TV,4126.7,184130,4414,407,42364.98,2024-11-03,2024-12-20,Awareness,India
Meyer and Sons,Search Engine,1323.91,78404,6038,1375,27806.05,2023-05-17,2023-05-21,Awareness,South America
"Lucas, Arnold and Clay",Social Media,1056.37,46194,3546,595,30307.22,2023-08-10,2024-08-24,Conversion,Asia
"Gomez, Aguilar and Brady",Radio,1452.71,121169,4703,164,2415.02,2024-10-08,2024-12-16,Retargeting,India
Woodard and Sons,TV,2052.11,158917,2046,67,2123.81,2024-08-21,2024-12-04,Conversion,India
Hanna-Whitehead,Radio,1540.59,140820,6920,253,25622.35,2024-01-20,2024-10-09,Retargeting,North America
Hill-Fisher,Social Media,2214.59,110741,4176,606,38525.43,2022-07-08,2023-07-08,Awareness,North America
Cruz and Sons,TV,1270.15,71311,1039,32,2056.4,2023-06-23,2024-02-21,Awareness,Europe
"Smith, Brown and Edwards",Search Engine,1674.23,73568,5869,1284,38970.98,2022-08-03,2023-12-03,Awareness,Asia
Turner-Johnston,Email,797.63,39381,3867,1009,31580.55,2024-01-28,2024-03-27,Retargeting,Asia
Young LLC,Social Media,1336.01,88151,8290,632,14504.36,2021-12-03,2022-02-18,Retargeting,North America
Brooks-Klein,Email,665.89,26827,2632,543,21160.41,2022-04-16,2024-07-24,Awareness,Europe
Long-Allen,Search Engine,4260.42,173557,16369,3412,124977.54,2023-09-09,2024-03-10,Retargeting,Europe
Reynolds Group,Email,445.53,23875,3351,351,5842.46,2022-05-09,2023-01-02,Awareness,Asia
"Black, Ross and Fleming",TV,2089.88,232128,7434,231,3604.53,2022-02-09,2022-11-05,Awareness,India
"Sweeney, Trujillo and Johnson",Social Media,1003.73,43181,1562,341,24323.93,2024-08-09,2024-10-23,Awareness,India
Mendoza Inc,TV,1484.05,83691,1078,110,8703.68,2023-08-19,2024-09-14,Conversion,Asia
Escobar-Hodge,Email,2571.48,25298,4255,1125,14190.95,2024-05-04,2024-10-13,Conversion,Europe
Miller and Sons,Email,868.45,36707,2911,381,15402.86,2022-09-30,2023-02-19,Conversion,North America
Reyes-Frazier,Email,420.77,19266,2258,489,13266.63,2023-02-13,2023-08-21,Retargeting,South America
Pierce-Bell,Radio,4558.74,295625,11584,183,19839.05,2023-05-10,2023-12-24,Retargeting,Europe
Lewis LLC,Search Engine,1244.89,72968,4687,828,30874.86,2024-01-04,2024-05-28,Retargeting,North America
Phillips-Williams,Search Engine,3162.8,222456,12994,2291,176953.19,2022-05-30,2024-10-04,Awareness,North America
Smith-Anderson,Social Media,1047.0,73308,3679,687,30394.64,2022-09-20,2024-07-21,Conversion,North America
"Wood, Hale and Walters",Radio,2714.06,195439,5799,289,13120.39,2022-03-08,2023-12-25,Retargeting,Asia
"Lopez, Gonzalez and Sullivan",Search Engine,3186.25,177524,21370,2279,144317.0,2024-10-13,2024-11-10,Conversion,India
Brown PLC,Search Engine,3197.86,175749,14626,2254,93760.07,2022-05-05,2024-05-17,Retargeting,India
"Stewart, Bell and Wilson",Email,2873.75,42386,2002,482,6256.06,2022-08-21,2024-08-27,Awareness,India
Green and Sons,Search Engine,2808.35,98622,10592,2846,216932.43,2023-04-24,2023-09-21,Awareness,Europe
Bailey-Gonzalez,Email,615.49,30087,2026,544,41918.85,2024-02-26,2024-06-04,Awareness,India
Soto-Mayer,Social Media,2108.19,118575,8373,1286,84775.78,2023-03-05,2024-08-21,Awareness,North America
Gould and Sons,TV,2996.09,314446,2652,80,2785.11,2023-03-03,2023-12-06,Awareness,India
Young PLC,Radio,2494.37,244356,4705,192,2539.29,2023-10-31,2024-08-10,Retargeting,North America
"Baker, Lewis and Moyer",TV,4618.89,353163,9692,985,77382.15,2024-09-04,2024-12-03,Conversion,North America
"Wilson, King and Pacheco",TV,1545.17,104412,1241,41,689.57,2023-10-17,2024-10-04,Awareness,Europe
Nichols-Johnson,TV,2371.65,152503,7542,529,31861.22,2024-05-26,2024-09-07,Awareness,South America
Huber Ltd,Email,442.93,16877,2537,620,32086.07,2024-03-10,2024-06-28,Awareness,Europe
"Jones, Gordon and Long",TV,4278.64,353076,12398,795,25118.13,2022-04-13,2024-12-06,Conversion,South America
Simmons-Harris,Email,274.76,14135,1061,243,16864.2,2022-07-06,2023-11-21,Conversion,Europe
Evans and Sons,Social Media,1343.01,50706,3827,404,34707.95,2024-02-26,2024-06-12,Awareness,South America
Willis Group,Social Media,2357.14,128165,4457,554,39766.33,2023-12-20,2024-03-17,Conversion,India
"George, Smith and King",TV,2578.74,150036,4543,298,21198.04,2024-01-05,2024-08-02,Awareness,South America
"Navarro, Wilson and Moore",Social Media,715.91,46407,2550,226,3327.6,2021-11-25,2023-10-06,Retargeting,India
Johnson and Sons,Social Media,1693.45,105486,4482,1088,85044.33,2022-03-16,2022-03-19,Retargeting,Europe
Andrews PLC,Search Engine,1876.49,95255,7817,1066,81338.45,2023-03-27,2024-01-24,Conversion,Asia
"Montgomery, Christensen and Caldwell",Social Media,1083.0,63197,4196,454,39654.17,2023-08-09,2024-01-27,Conversion,India
"Baldwin, Wood and Baker",TV,3919.63,360147,7214,407,20679.36,2023-02-21,2023-04-27,Conversion,North America
"Summers, Williams and Richardson",Search Engine,1022.46,47792,5596,586,60139.35,2024-09-28,2024-11-04,Awareness,Europe
Gutierrez-Pierce,TV,3959.68,245270,3354,299,17998.98,2022-02-06,2023-09-21,Awareness,North America
Davis Ltd,Social Media,2625.45,159855,10361,2081,21123.15,2024-05-16,2024-05-26,Awareness,Asia
Dunlap-Olson,Search Engine,2062.32,94092,7799,866,63997.06,2024-01-15,2024-10-31,Awareness,Europe
Campbell Inc,Radio,2854.24,151155,3643,203,8953.34,2024-02-01,2024-12-14,Awareness,Asia
Shepard-Kemp,Search Engine,2454.84,156513,8873,1944,185533.85,2023-01-30,2023-03-12,Retargeting,Asia
"Werner, Sanford and Williams",Search Engine,3056.66,176258,15153,2281,36555.96,2023-08-26,2024-09-19,Conversion,Asia
Bailey Inc,TV,2799.0,230613,12025,573,44290.91,2023-09-20,2024-08-15,Retargeting,North America
Anthony LLC,TV,2839.34,169296,4515,345,24458.72,2024-03-04,2024-12-05,Retargeting,Europe
"Maynard, Patterson and Flores",Social Media,597.47,19194,1474,341,30457.52,2022-04-25,2023-02-25,Retargeting,Asia
Garcia Group,Search Engine,3057.85,172060,9501,2035,72190.62,2023-08-20,2023-09-30,Retargeting,Asia
